CISP,mes_ano,munic,roubo_veiculo,furto_veiculos,recuperacao_veiculos
81,2021m01,Niterói,4,12,2
81,2021m02,Niterói,6,3,2
81,2021m03,Niterói,12,4,4
81,2021m04,Niterói,9,6,6
81,2021m05,Niterói,8,12,5
81,2021m06,Niterói,3,4,1
81,2021m07,Niterói,3,6,2
81,2021m08,Niterói,1,9,2
81,2021m09,Niterói,3,1,0
81,2021m10,Niterói,2,3,1
81,2021m11,Niterói,3,5,5
81,2021m12,Niterói,2,5,2
81,2022m01,Niterói,3,6,3
81,2022m02,Niterói,2,8,2
81,2022m03,Niterói,3,8,6
81,2022m04,Niterói,2,6,2
81,2022m05,Niterói,3,5,1
82,2019m01,Maricá,18,16,11
82,2019m02,Maricá,13,15,6
82,2019m03,Maricá,24,24,19
82,2019m04,Maricá,13,14,16
82,2019m05,Maricá,12,12,7
82,2019m06,Maricá,10,10,5
82,2019m07,Maricá,14,8,7
82,2019m08,Maricá,16,16,20
82,2019m09,Maricá,18,15,12
82,2019m10,Maricá,5,12,7
82,2019m11,Maricá,16,17,14
82,2019m12,Maricá,12,17,18
82,2020m01,Maricá,9,27,11
82,2020m02,Maricá,7,13,12
82,2020m03,Maricá,13,14,7
82,2020m04,Maricá,19,6,10
82,2020m05,Maricá,7,14,6
82,2020m06,Maricá,7,9,6
82,2020m07,Maricá,5,10,5
82,2020m08,Maricá,4,6,7
82,2020m09,Maricá,9,14,5
82,2020m10,Maricá,6,5,3
82,2020m11,Maricá,16,9,8
82,2020m12,Maricá,5,10,7
82,2021m01,Maricá,20,13,12
82,2021m02,Maricá,22,21,8
82,2021m03,Maricá,18,16,12
82,2021m04,Maricá,12,15,4
82,2021m05,Maricá,10,24,7
82,2021m06,Maricá,8,15,9
82,2021m07,Maricá,6,11,7
82,2021m08,Maricá,10,11,4
82,2021m09,Maricá,10,7,6
82,2021m10,Maricá,4,18,4
82,2021m11,Maricá,5,17,2
82,2021m12,Maricá,5,19,4
82,2022m01,Maricá,10,17,8
82,2022m02,Maricá,2,21,9
82,2022m03,Maricá,7,24,3
82,2022m04,Maricá,5,20,5
82,2022m05,Maricá,9,28,8
88,2019m01,Barra do Pirai,0,0,5
88,2019m02,Barra do Pirai,0,2,3
88,2019m03,Barra do Pirai,0,1,6
88,2019m04,Barra do Pirai,0,1,0
88,2019m05,Barra do Pirai,2,3,4
88,2019m06,Barra do Pirai,0,1,1
88,2019m07,Barra do Pirai,0,3,3
88,2019m08,Barra do Pirai,0,2,2
88,2019m09,Barra do Pirai,0,1,3
88,2019m10,Barra do Pirai,0,0,3
88,2019m11,Barra do Pirai,0,0,1
88,2019m12,Barra do Pirai,0,2,1
88,2020m01,Barra do Pirai,0,1,0
88,2020m02,Barra do Pirai,1,3,2
88,2020m03,Barra do Pirai,0,2,0
88,2020m04,Barra do Pirai,2,1,2
88,2020m05,Barra do Pirai,0,4,1
88,2020m06,Barra do Pirai,0,0,1
88,2020m07,Barra do Pirai,0,2,3
88,2020m08,Barra do Pirai,0,1,3
88,2020m09,Barra do Pirai,0,0,0
88,2020m10,Barra do Pirai,0,1,0
88,2020m11,Barra do Pirai,1,1,0
88,2020m12,Barra do Pirai,2,2,1
88,2021m01,Barra do Pirai,0,3,2
88,2021m02,Barra do Pirai,0,3,0
88,2021m03,Barra do Pirai,0,1,2
88,2021m04,Barra do Pirai,0,1,1
88,2021m05,Barra do Pirai,1,1,0
88,2021m06,Barra do Pirai,0,1,1
88,2021m07,Barra do Pirai,1,0,2
88,2021m08,Barra do Pirai,0,1,0
88,2021m09,Barra do Pirai,0,2,1
88,2021m10,Barra do Pirai,2,1,1
88,2021m11,Barra do Pirai,0,1,0
88,2021m12,Barra do Pirai,0,1,2
88,2022m01,Barra do Pirai,1,2,1
88,2022m02,Barra do Pirai,0,1,0
88,2022m03,Barra do Pirai,1,1,0
88,2022m04,Barra do Pirai,0,1,0
88,2022m05,Barra do Pirai,0,0,2
89,2019m01,Resende,2,4,3
89,2019m02,Resende,2,3,3
89,2019m03,Resende,1,3,2
89,2019m04,Resende,0,1,2
89,2019m05,Resende,2,4,4
89,2019m06,Resende,0,3,4
89,2019m07,Resende,1,3,3
89,2019m08,Resende,2,2,6
89,2019m09,Resende,1,1,4
89,2019m10,Resende,0,1,2
89,2019m11,Resende,0,3,2
89,2019m12,Resende,3,2,5
89,2020m01,Resende,0,1,2
89,2020m02,Resende,1,3,4
89,2020m03,Resende,3,4,2
89,2020m04,Resende,2,2,6
89,2020m05,Resende,2,0,5
89,2020m06,Resende,1,1,4
89,2020m07,Resende,0,1,3
89,2020m08,Resende,1,0,4
89,2020m09,Resende,0,3,7
89,2020m10,Resende,1,0,6
89,2020m11,Resende,0,1,0
89,2020m12,Resende,1,1,0
89,2021m01,Resende,0,1,10
89,2021m02,Resende,1,4,4
89,2021m03,Resende,0,1,3
89,2021m04,Resende,1,0,2
89,2021m05,Resende,2,1,2
89,2021m06,Resende,0,1,2
89,2021m07,Resende,0,0,1
89,2021m08,Resende,0,0,1
89,2021m09,Resende,0,0,3
89,2021m10,Resende,1,3,0
89,2021m11,Resende,3,2,3
89,2021m12,Resende,1,2,2
89,2022m01,Resende,2,2,2
89,2022m02,Resende,1,2,3
89,2022m03,Resende,0,4,5
89,2022m04,Resende,0,1,1
89,2022m05,Resende,1,2,2
90,2019m01,Barra Mansa,5,7,17
90,2019m02,Barra Mansa,5,11,17
90,2019m03,Barra Mansa,6,9,16
90,2019m04,Barra Mansa,1,6,7
90,2019m05,Barra Mansa,4,6,4
90,2019m06,Barra Mansa,2,5,6
90,2019m07,Barra Mansa,2,6,2
90,2019m08,Barra Mansa,4,3,4
90,2019m09,Barra Mansa,2,4,6
90,2019m10,Barra Mansa,3,0,10
90,2019m11,Barra Mansa,3,4,11
90,2019m12,Barra Mansa,0,10,14
90,2020m01,Barra Mansa,2,7,12
90,2020m02,Barra Mansa,0,7,5
90,2020m03,Barra Mansa,2,11,13
90,2020m04,Barra Mansa,4,14,17
90,2020m05,Barra Mansa,0,11,11
90,2020m06,Barra Mansa,0,7,8
90,2020m07,Barra Mansa,2,3,10
90,2020m08,Barra Mansa,1,6,11
90,2020m09,Barra Mansa,2,2,6
90,2020m10,Barra Mansa,3,12,15
90,2020m11,Barra Mansa,1,6,8
90,2020m12,Barra Mansa,5,12,13
90,2021m01,Barra Mansa,1,9,9
90,2021m02,Barra Mansa,0,11,10
90,2021m03,Barra Mansa,1,6,12
90,2021m04,Barra Mansa,2,12,6
90,2021m05,Barra Mansa,1,10,7
90,2021m06,Barra Mansa,2,3,4
90,2021m07,Barra Mansa,1,4,2
90,2021m08,Barra Mansa,1,6,6
90,2021m09,Barra Mansa,4,13,15
90,2021m10,Barra Mansa,2,8,6
90,2021m11,Barra Mansa,2,5,3
90,2021m12,Barra Mansa,2,7,8
90,2022m01,Barra Mansa,3,7,2
90,2022m02,Barra Mansa,3,6,7
90,2022m03,Barra Mansa,2,10,9
90,2022m04,Barra Mansa,2,9,4
90,2022m05,Barra Mansa,2,9,5
91,2019m01,Valença,0,1,1
91,2019m02,Valença,0,2,0
91,2019m03,Valença,0,3,3
91,2019m04,Valença,0,3,0
91,2019m05,Valença,0,1,1
91,2019m06,Valença,0,0,0
91,2019m07,Valença,0,0,0
91,2019m08,Valença,0,0,0
91,2019m09,Valença,0,0,0
91,2019m10,Valença,0,0,0
91,2019m11,Valença,0,0,0
91,2019m12,Valença,0,1,0
91,2020m01,Valença,0,6,4
91,2020m02,Valença,0,1,2
91,2020m03,Valença,0,1,0
91,2020m04,Valença,0,1,0
91,2020m05,Valença,1,1,0
91,2020m06,Valença,0,0,0
91,2020m07,Valença,0,0,0
91,2020m08,Valença,0,2,0
91,2020m09,Valença,1,2,0
91,2020m10,Valença,1,3,3
91,2020m11,Valença,0,1,0
91,2020m12,Valença,0,1,0
91,2021m01,Valença,0,0,0
91,2021m02,Valença,0,2,5
91,2021m03,Valença,0,1,0
91,2021m04,Valença,1,1,1
91,2021m05,Valença,0,0,1
91,2021m06,Valença,0,1,1
91,2021m07,Valença,0,4,1
91,2021m08,Valença,0,0,3
91,2021m09,Valença,0,0,0
91,2021m10,Valença,0,0,0
91,2021m11,Valença,0,0,0
91,2021m12,Valença,0,0,1
91,2022m01,Valença,0,2,1
91,2022m02,Valença,0,0,0
91,2022m03,Valença,0,0,0
91,2022m04,Valença,0,1,1
91,2022m05,Valença,0,0,0
92,2019m01,Rio das Flores,1,0,0
92,2019m02,Rio das Flores,0,0,0
92,2019m03,Rio das Flores,0,0,0
92,2019m04,Rio das Flores,0,0,0
92,2019m05,Rio das Flores,0,0,0
92,2019m06,Rio das Flores,0,0,0
92,2019m07,Rio das Flores,0,0,0
92,2019m08,Rio das Flores,0,0,0
92,2019m09,Rio das Flores,0,0,0
92,2019m10,Rio das Flores,0,0,0
92,2019m11,Rio das Flores,0,0,0
92,2019m12,Rio das Flores,0,0,0
92,2020m01,Rio das Flores,0,0,0
92,2020m02,Rio das Flores,0,0,0
92,2020m03,Rio das Flores,0,0,0
92,2020m04,Rio das Flores,0,0,0
92,2020m05,Rio das Flores,0,0,0
92,2020m06,Rio das Flores,0,0,0
92,2020m07,Rio das Flores,0,0,0
92,2020m08,Rio das Flores,0,0,0
92,2020m09,Rio das Flores,0,0,0
92,2020m10,Rio das Flores,0,0,0
92,2020m11,Rio das Flores,0,0,0
92,2020m12,Rio das Flores,0,0,0
92,2021m01,Rio das Flores,0,0,0
92,2021m02,Rio das Flores,0,0,0
92,2021m03,Rio das Flores,0,0,0
92,2021m04,Rio das Flores,0,0,0
92,2021m05,Rio das Flores,0,0,0
92,2021m06,Rio das Flores,0,0,0
92,2021m07,Rio das Flores,0,0,0
92,2021m08,Rio das Flores,0,0,0
92,2021m09,Rio das Flores,0,0,0
92,2021m10,Rio das Flores,0,0,0
92,2021m11,Rio das Flores,0,0,0
92,2021m12,Rio das Flores,0,0,0
92,2022m01,Rio das Flores,0,0,0
92,2022m02,Rio das Flores,0,0,0
92,2022m03,Rio das Flores,0,0,0
92,2022m04,Rio das Flores,0,0,0
92,2022m05,Rio das Flores,0,0,0
93,2019m01,Volta Redonda,9,50,25
93,2019m02,Volta Redonda,7,57,36
93,2019m03,Volta Redonda,4,27,20
93,2019m04,Volta Redonda,4,9,9
93,2019m05,Volta Redonda,3,13,11
93,2019m06,Volta Redonda,2,11,7
93,2019m07,Volta Redonda,1,17,10
93,2019m08,Volta Redonda,3,12,9
93,2019m09,Volta Redonda,12,16,8
93,2019m10,Volta Redonda,6,17,8
93,2019m11,Volta Redonda,4,16,13
93,2019m12,Volta Redonda,4,26,9
93,2020m01,Volta Redonda,9,25,17
93,2020m02,Volta Redonda,2,13,5
93,2020m03,Volta Redonda,2,20,3
93,2020m04,Volta Redonda,1,21,7
93,2020m05,Volta Redonda,3,17,9
93,2020m06,Volta Redonda,4,12,8
93,2020m07,Volta Redonda,4,14,12
93,2020m08,Volta Redonda,3,15,8
93,2020m09,Volta Redonda,6,19,7
93,2020m10,Volta Redonda,3,24,11
93,2020m11,Volta Redonda,7,20,9
93,2020m12,Volta Redonda,6,26,8
93,2021m01,Volta Redonda,3,18,11
93,2021m02,Volta Redonda,4,36,10
93,2021m03,Volta Redonda,4,29,12
93,2021m04,Volta Redonda,3,19,9
93,2021m05,Volta Redonda,6,19,10
93,2021m06,Volta Redonda,7,21,8
93,2021m07,Volta Redonda,3,17,7
93,2021m08,Volta Redonda,4,22,6
93,2021m09,Volta Redonda,2,21,19
93,2021m10,Volta Redonda,5,10,9
93,2021m11,Volta Redonda,2,12,14
93,2021m12,Volta Redonda,1,10,4
93,2022m01,Volta Redonda,5,19,6
93,2022m02,Volta Redonda,5,16,9
93,2022m03,Volta Redonda,5,21,11
93,2022m04,Volta Redonda,5,18,6
93,2022m05,Volta Redonda,0,12,6
94,2019m01,Piraí,0,0,1
94,2019m02,Piraí,0,1,2
94,2019m03,Piraí,0,0,0
94,2019m04,Piraí,0,1,0
94,2019m05,Piraí,0,2,1
94,2019m06,Piraí,0,0,3
94,2019m07,Piraí,1,0,2
94,2019m08,Piraí,0,1,0
94,2019m09,Piraí,0,0,0
94,2019m10,Piraí,0,0,0
94,2019m11,Piraí,0,0,2
94,2019m12,Piraí,1,1,0
94,2020m01,Piraí,0,2,1
94,2020m02,Piraí,0,2,1
94,2020m03,Piraí,0,0,0
94,2020m04,Piraí,0,2,0
94,2020m05,Piraí,0,0,0
94,2020m06,Piraí,0,0,2
94,2020m07,Piraí,0,1,0
94,2020m08,Piraí,0,0,1
94,2020m09,Piraí,0,0,2
94,2020m10,Piraí,0,0,1
94,2020m11,Piraí,0,1,1
94,2020m12,Piraí,0,0,2
94,2021m01,Piraí,0,2,0
94,2021m02,Piraí,0,0,2
94,2021m03,Piraí,0,0,0
94,2021m04,Piraí,1,0,0
94,2021m05,Piraí,0,0,1
94,2021m06,Piraí,0,2,1
94,2021m07,Piraí,0,0,2
94,2021m08,Piraí,0,0,3
94,2021m09,Piraí,0,4,2
94,2021m10,Piraí,0,1,1
94,2021m11,Piraí,0,0,1
94,2021m12,Piraí,0,1,0
94,2022m01,Piraí,0,0,1
94,2022m02,Piraí,0,0,2
94,2022m03,Piraí,0,1,2
94,2022m04,Piraí,0,0,0
94,2022m05,Piraí,0,2,2
95,2019m01,Vassouras,0,1,2
95,2019m02,Vassouras,0,0,0
95,2019m03,Vassouras,0,3,1
95,2019m04,Vassouras,1,1,1
95,2019m05,Vassouras,0,0,0
95,2019m06,Vassouras,0,2,0
95,2019m07,Vassouras,0,1,2
95,2019m08,Vassouras,0,1,0
95,2019m09,Vassouras,0,3,2
95,2019m10,Vassouras,0,1,1
95,2019m11,Vassouras,0,0,0
95,2019m12,Vassouras,0,0,1
95,2020m01,Vassouras,0,0,2
95,2020m02,Vassouras,0,3,2
95,2020m03,Vassouras,0,0,1
95,2020m04,Vassouras,0,0,0
95,2020m05,Vassouras,0,0,0
95,2020m06,Vassouras,0,1,2
95,2020m07,Vassouras,1,1,0
95,2020m08,Vassouras,0,1,1
95,2020m09,Vassouras,1,0,0
95,2020m10,Vassouras,0,2,0
95,2020m11,Vassouras,0,0,1
95,2020m12,Vassouras,0,1,1
95,2021m01,Vassouras,0,0,0
95,2021m02,Vassouras,1,0,0
95,2021m03,Vassouras,1,1,0
95,2021m04,Vassouras,0,0,3
95,2021m05,Vassouras,0,2,2
95,2021m06,Vassouras,0,1,0
95,2021m07,Vassouras,0,0,1
95,2021m08,Vassouras,0,1,1
95,2021m09,Vassouras,0,0,0
95,2021m10,Vassouras,0,0,1
95,2021m11,Vassouras,0,0,1
95,2021m12,Vassouras,0,1,2
95,2022m01,Vassouras,0,1,1
95,2022m02,Vassouras,0,2,0
95,2022m03,Vassouras,0,2,0
95,2022m04,Vassouras,0,1,1
95,2022m05,Vassouras,0,1,0
96,2019m01,Miguel Pereira;Paty dos Alferes,1,0,2
96,2019m02,Miguel Pereira;Paty dos Alferes,1,1,2
96,2019m03,Miguel Pereira;Paty dos Alferes,0,2,1
96,2019m04,Miguel Pereira;Paty dos Alferes,0,3,2
96,2019m05,Miguel Pereira;Paty dos Alferes,0,2,0
96,2019m06,Miguel Pereira;Paty dos Alferes,1,0,0
96,2019m07,Miguel Pereira;Paty dos Alferes,0,2,1
96,2019m08,Miguel Pereira;Paty dos Alferes,0,1,1
96,2019m09,Miguel Pereira;Paty dos Alferes,0,2,1
96,2019m10,Miguel Pereira;Paty dos Alferes,0,0,1
96,2019m11,Miguel Pereira;Paty dos Alferes,0,3,1
96,2019m12,Miguel Pereira;Paty dos Alferes,0,1,2
96,2020m01,Miguel Pereira;Paty dos Alferes,0,0,2
96,2020m02,Miguel Pereira;Paty dos Alferes,0,0,0
96,2020m03,Miguel Pereira;Paty dos Alferes,1,0,1
96,2020m04,Miguel Pereira;Paty dos Alferes,0,0,0
96,2020m05,Miguel Pereira;Paty dos Alferes,0,2,0
96,2020m06,Miguel Pereira;Paty dos Alferes,0,0,0
96,2020m07,Miguel Pereira;Paty dos Alferes,0,1,1
96,2020m08,Miguel Pereira;Paty dos Alferes,0,0,1
96,2020m09,Miguel Pereira;Paty dos Alferes,0,1,1
96,2020m10,Miguel Pereira;Paty dos Alferes,0,2,1
96,2020m11,Miguel Pereira;Paty dos Alferes,0,3,1
96,2020m12,Miguel Pereira;Paty dos Alferes,0,1,2
96,2021m01,Miguel Pereira;Paty dos Alferes,0,2,0
96,2021m02,Miguel Pereira;Paty dos Alferes,0,3,1
96,2021m03,Miguel Pereira;Paty dos Alferes,0,3,0
96,2021m04,Miguel Pereira;Paty dos Alferes,0,0,0
96,2021m05,Miguel Pereira;Paty dos Alferes,0,0,2
96,2021m06,Miguel Pereira;Paty dos Alferes,0,0,0
96,2021m07,Miguel Pereira;Paty dos Alferes,0,1,0
96,2021m08,Miguel Pereira;Paty dos Alferes,0,0,1
96,2021m09,Miguel Pereira;Paty dos Alferes,0,0,1
96,2021m10,Miguel Pereira;Paty dos Alferes,0,0,0
96,2021m11,Miguel Pereira;Paty dos Alferes,0,1,0
96,2021m12,Miguel Pereira;Paty dos Alferes,0,0,2
96,2022m01,Miguel Pereira;Paty dos Alferes,0,1,1
96,2022m02,Miguel Pereira;Paty dos Alferes,0,0,0
96,2022m03,Miguel Pereira;Paty dos Alferes,0,1,1
96,2022m04,Miguel Pereira;Paty dos Alferes,0,1,0
96,2022m05,Miguel Pereira;Paty dos Alferes,0,1,2
97,2019m01,Mendes,0,0,1
97,2019m02,Mendes,0,1,0
97,2019m03,Mendes,0,0,1
97,2019m04,Mendes,0,0,0
97,2019m05,Mendes,0,0,0
97,2019m06,Mendes,0,0,0
97,2019m07,Mendes,1,1,1
97,2019m08,Mendes,0,0,0
97,2019m09,Mendes,0,0,0
97,2019m10,Mendes,0,0,0
97,2019m11,Mendes,0,0,0
97,2019m12,Mendes,0,0,0
97,2020m01,Mendes,0,0,0
97,2020m02,Mendes,0,0,1
97,2020m03,Mendes,0,0,1
97,2020m04,Mendes,0,0,0
97,2020m05,Mendes,0,0,0
97,2020m06,Mendes,0,0,0
97,2020m07,Mendes,0,0,0
97,2020m08,Mendes,0,0,0
97,2020m09,Mendes,0,0,0
97,2020m10,Mendes,0,0,0
97,2020m11,Mendes,0,0,0
97,2020m12,Mendes,1,0,0
97,2021m01,Mendes,0,0,0
97,2021m02,Mendes,0,1,0
97,2021m03,Mendes,0,0,0
97,2021m04,Mendes,0,1,0
97,2021m05,Mendes,0,0,0
97,2021m06,Mendes,0,0,0
97,2021m07,Mendes,0,0,0
97,2021m08,Mendes,0,1,0
97,2021m09,Mendes,0,0,0
97,2021m10,Mendes,0,1,0
97,2021m11,Mendes,0,0,0
97,2021m12,Mendes,0,0,0
97,2022m01,Mendes,0,0,0
97,2022m02,Mendes,0,0,1
97,2022m03,Mendes,0,0,0
97,2022m04,Mendes,0,0,0
97,2022m05,Mendes,0,0,0
98,2019m01,Engenheiro Paulo de Frontin,0,0,0
98,2019m02,Engenheiro Paulo de Frontin,0,0,0
98,2019m03,Engenheiro Paulo de Frontin,0,0,0
98,2019m04,Engenheiro Paulo de Frontin,0,0,0
98,2019m05,Engenheiro Paulo de Frontin,0,0,0
98,2019m06,Engenheiro Paulo de Frontin,0,0,0
98,2019m07,Engenheiro Paulo de Frontin,0,0,0
98,2019m08,Engenheiro Paulo de Frontin,0,0,0
98,2019m09,Engenheiro Paulo de Frontin,0,0,0
98,2019m10,Engenheiro Paulo de Frontin,0,0,0
98,2019m11,Engenheiro Paulo de Frontin,0,0,0
98,2019m12,Engenheiro Paulo de Frontin,0,0,1
98,2020m01,Engenheiro Paulo de Frontin,0,0,0
98,2020m02,Engenheiro Paulo de Frontin,0,0,0
98,2020m03,Engenheiro Paulo de Frontin,0,0,0
98,2020m04,Engenheiro Paulo de Frontin,0,1,1
98,2020m05,Engenheiro Paulo de Frontin,0,0,0
98,2020m06,Engenheiro Paulo de Frontin,0,0,0
98,2020m07,Engenheiro Paulo de Frontin,0,0,0
98,2020m08,Engenheiro Paulo de Frontin,0,0,0
98,2020m09,Engenheiro Paulo de Frontin,0,0,0
98,2020m10,Engenheiro Paulo de Frontin,0,0,0
98,2020m11,Engenheiro Paulo de Frontin,0,0,0
98,2020m12,Engenheiro Paulo de Frontin,0,0,0
98,2021m01,Engenheiro Paulo de Frontin,0,0,0
98,2021m02,Engenheiro Paulo de Frontin,0,0,0
98,2021m03,Engenheiro Paulo de Frontin,0,0,0
98,2021m04,Engenheiro Paulo de Frontin,0,0,0
98,2021m05,Engenheiro Paulo de Frontin,0,0,0
98,2021m06,Engenheiro Paulo de Frontin,0,0,0
98,2021m07,Engenheiro Paulo de Frontin,0,0,0
98,2021m08,Engenheiro Paulo de Frontin,0,0,0
98,2021m09,Engenheiro Paulo de Frontin,0,0,0
98,2021m10,Engenheiro Paulo de Frontin,1,0,0
98,2021m11,Engenheiro Paulo de Frontin,0,0,0
98,2021m12,Engenheiro Paulo de Frontin,0,0,0
98,2022m01,Engenheiro Paulo de Frontin,0,0,0
98,2022m02,Engenheiro Paulo de Frontin,0,0,0
98,2022m03,Engenheiro Paulo de Frontin,0,0,0
98,2022m04,Engenheiro Paulo de Frontin,0,0,0
98,2022m05,Engenheiro Paulo de Frontin,0,0,0
99,2019m01,Itatiaia,2,3,1
99,2019m02,Itatiaia,0,0,3
99,2019m03,Itatiaia,0,1,0
99,2019m04,Itatiaia,0,1,3
99,2019m05,Itatiaia,0,1,3
99,2019m06,Itatiaia,0,0,1
99,2019m07,Itatiaia,0,0,0
99,2019m08,Itatiaia,1,0,0
99,2019m09,Itatiaia,0,1,0
99,2019m10,Itatiaia,1,0,1
99,2019m11,Itatiaia,0,2,0
99,2019m12,Itatiaia,0,1,0
99,2020m01,Itatiaia,0,0,1
99,2020m02,Itatiaia,1,0,0
99,2020m03,Itatiaia,0,2,1
99,2020m04,Itatiaia,0,1,1
99,2020m05,Itatiaia,0,0,0
99,2020m06,Itatiaia,0,1,1
99,2020m07,Itatiaia,0,0,1
99,2020m08,Itatiaia,0,0,0
99,2020m09,Itatiaia,0,0,1
99,2020m10,Itatiaia,0,0,0
99,2020m11,Itatiaia,0,0,0
99,2020m12,Itatiaia,0,0,1
99,2021m01,Itatiaia,0,0,2
99,2021m02,Itatiaia,1,1,2
99,2021m03,Itatiaia,0,0,1
99,2021m04,Itatiaia,0,0,0
99,2021m05,Itatiaia,1,0,3
99,2021m06,Itatiaia,0,0,1
99,2021m07,Itatiaia,0,0,0
99,2021m08,Itatiaia,0,1,1
99,2021m09,Itatiaia,0,0,1
99,2021m10,Itatiaia,0,0,1
99,2021m11,Itatiaia,0,1,2
99,2021m12,Itatiaia,0,0,1
99,2022m01,Itatiaia,1,0,0
99,2022m02,Itatiaia,0,0,0
99,2022m03,Itatiaia,0,0,1
99,2022m04,Itatiaia,0,1,3
99,2022m05,Itatiaia,0,0,0
100,2019m01,Porto Real;Quatis,0,0,2
100,2019m02,Porto Real;Quatis,1,0,1
100,2019m03,Porto Real;Quatis,0,0,0
100,2019m04,Porto Real;Quatis,1,0,1
100,2019m05,Porto Real;Quatis,0,1,0
100,2019m06,Porto Real;Quatis,0,1,0
100,2019m07,Porto Real;Quatis,0,0,0
100,2019m08,Porto Real;Quatis,0,3,2
100,2019m09,Porto Real;Quatis,0,0,0
100,2019m10,Porto Real;Quatis,2,0,0
100,2019m11,Porto Real;Quatis,2,0,1
100,2019m12,Porto Real;Quatis,0,0,1
100,2020m01,Porto Real;Quatis,0,0,1
100,2020m02,Porto Real;Quatis,1,1,2
100,2020m03,Porto Real;Quatis,1,0,1
100,2020m04,Porto Real;Quatis,0,0,0
100,2020m05,Porto Real;Quatis,1,0,0
100,2020m06,Porto Real;Quatis,0,0,1
100,2020m07,Porto Real;Quatis,0,0,0
100,2020m08,Porto Real;Quatis,0,1,0
100,2020m09,Porto Real;Quatis,0,0,1
100,2020m10,Porto Real;Quatis,0,0,0
100,2020m11,Porto Real;Quatis,1,1,3
100,2020m12,Porto Real;Quatis,0,0,0
100,2021m01,Porto Real;Quatis,0,2,1
100,2021m02,Porto Real;Quatis,0,0,0
100,2021m03,Porto Real;Quatis,0,0,1
100,2021m04,Porto Real;Quatis,0,1,3
100,2021m05,Porto Real;Quatis,1,0,1
100,2021m06,Porto Real;Quatis,0,1,0
100,2021m07,Porto Real;Quatis,0,2,2
100,2021m08,Porto Real;Quatis,0,0,0
100,2021m09,Porto Real;Quatis,0,1,1
100,2021m10,Porto Real;Quatis,0,0,0
100,2021m11,Porto Real;Quatis,0,0,0
100,2021m12,Porto Real;Quatis,1,0,1
100,2022m01,Porto Real;Quatis,1,1,2
100,2022m02,Porto Real;Quatis,0,0,2
100,2022m03,Porto Real;Quatis,0,0,1
100,2022m04,Porto Real;Quatis,0,1,0
100,2022m05,Porto Real;Quatis,0,2,0
101,2019m01,Pinheiral,0,0,0
101,2019m02,Pinheiral,0,0,1
101,2019m03,Pinheiral,0,2,1
101,2019m04,Pinheiral,0,4,0
101,2019m05,Pinheiral,1,1,0
101,2019m06,Pinheiral,1,1,3
101,2019m07,Pinheiral,0,0,0
101,2019m08,Pinheiral,0,0,0
101,2019m09,Pinheiral,1,1,0
101,2019m10,Pinheiral,1,1,0
101,2019m11,Pinheiral,0,2,0
101,2019m12,Pinheiral,0,1,0
101,2020m01,Pinheiral,0,0,2
101,2020m02,Pinheiral,0,4,4
101,2020m03,Pinheiral,0,1,1
101,2020m04,Pinheiral,1,0,2
101,2020m05,Pinheiral,1,0,1
101,2020m06,Pinheiral,0,0,0
101,2020m07,Pinheiral,0,0,1
101,2020m08,Pinheiral,0,0,0
101,2020m09,Pinheiral,0,1,1
101,2020m10,Pinheiral,0,0,1
101,2020m11,Pinheiral,0,0,0
101,2020m12,Pinheiral,1,0,0
101,2021m01,Pinheiral,0,0,1
101,2021m02,Pinheiral,0,0,1
101,2021m03,Pinheiral,0,1,2
101,2021m04,Pinheiral,0,0,0
101,2021m05,Pinheiral,0,4,1
101,2021m06,Pinheiral,0,0,0
101,2021m07,Pinheiral,0,0,0
101,2021m08,Pinheiral,1,1,1
101,2021m09,Pinheiral,0,1,0
101,2021m10,Pinheiral,0,0,3
101,2021m11,Pinheiral,0,1,0
101,2021m12,Pinheiral,1,0,0
101,2022m01,Pinheiral,0,0,0
101,2022m02,Pinheiral,0,0,0
101,2022m03,Pinheiral,1,1,1
101,2022m04,Pinheiral,0,0,0
101,2022m05,Pinheiral,0,0,0
104,2019m01,São José do Vale do Rio Preto,0,1,1
104,2019m02,São José do Vale do Rio Preto,0,1,1
104,2019m03,São José do Vale do Rio Preto,0,1,0
104,2019m04,São José do Vale do Rio Preto,0,1,5
104,2019m05,São José do Vale do Rio Preto,0,0,0
104,2019m06,São José do Vale do Rio Preto,0,0,0
104,2019m07,São José do Vale do Rio Preto,0,1,1
104,2019m08,São José do Vale do Rio Preto,0,1,0
104,2019m09,São José do Vale do Rio Preto,0,2,2
104,2019m10,São José do Vale do Rio Preto,0,0,2
104,2019m11,São José do Vale do Rio Preto,0,1,2
104,2019m12,São José do Vale do Rio Preto,0,2,0
104,2020m01,São José do Vale do Rio Preto,0,1,0
104,2020m02,São José do Vale do Rio Preto,0,0,2
104,2020m03,São José do Vale do Rio Preto,0,0,1
104,2020m04,São José do Vale do Rio Preto,0,0,0
104,2020m05,São José do Vale do Rio Preto,0,0,1
104,2020m06,São José do Vale do Rio Preto,1,0,0
104,2020m07,São José do Vale do Rio Preto,0,1,2
104,2020m08,São José do Vale do Rio Preto,0,0,0
104,2020m09,São José do Vale do Rio Preto,0,1,1
104,2020m10,São José do Vale do Rio Preto,0,0,0
104,2020m11,São José do Vale do Rio Preto,0,0,1
104,2020m12,São José do Vale do Rio Preto,0,1,3
